"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"308786","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"25005","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"183873","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","unclassified"
"266062","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"4371061","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"4431545","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"845544","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"519880","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"194297","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"180468","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified"
"535549","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified"
"4426051","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","gnavus"
"4330715","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","faecis"
"208539","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified"
"327209","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"269386","Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified","unclassified","unclassified"
"540055","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"325958","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"193230","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"16512","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"181171","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"181174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4412540","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"4419504","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"15728","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania","unclassified"
"178332","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified"
"4311620","Bacteria","Firmicutes","Clostridia","Clostridiales","EtOH8","unclassified","unclassified"
"4311621","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium","unclassified"
"365385","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum"
"178845","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"300646","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"179384","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
